SYMBOL,COMPANY_NAME_API,NSE_INDUSTRY,SECTOR,INDEX_MEMBERSHIP
RVHL,Ravinder Heights Limited,Residential Commercial Projects,Real Estate & Construction,
RVNL,Rail Vikas Nigam Limited,Civil Construction,Real Estate & Construction,"NIFTY500,NIFTYMIDCAP150"
RVTH,Revathi Equipment India Limited,Industrial Products,Industrials,
S&SPOWER,S&S Power Switchgears Limited,Other Electrical Equipment,Industrials,
SAATVIKGL,Saatvik Green Energy Limited,Other Electrical Equipment,Industrials,
SABEVENTS,Sab Events & Governance Now Media Limited,Electronic Media,Consumer Discretionary,
SABTNL,Sri Adhikari Brothers Television Network Limited,TV Broadcasting & Software Production,Information Technology,
SADBHAV,Sadbhav Engineering Limited,Civil Construction,Real Estate & Construction,
SADBHIN,Sadbhav Infrastructure Project Limited,Civil Construction,Real Estate & Construction,
SADHNANIQ,Sadhana Nitrochem Limited,Commodity Chemicals,Materials,
SAFARI,Safari Industries (India) Limited,Plastic Products - Consumer,Consumer Discretionary,
SAGARDEEP,Sagardeep Alloys Limited,Aluminium Copper & Zinc Products,Materials,
SAGCEM,Sagar Cements Limited,Cement & Cement Products,Materials,
SAGILITY,SAGILITY LIMITED,IT Enabled Services,Information Technology,"NIFTY500,NIFTYSMALLCAP250"
SAHYADRI,Sahyadri Industries Limited,Other Construction Materials,Real Estate & Construction,
SAIL,Steel Authority of India Limited,Iron & Steel,Materials,"NIFTY500,NIFTYMIDCAP150"
SAILIFE,Sai Life Sciences Limited,Pharmaceuticals,Healthcare & Pharma,"NIFTY500,NIFTYSMALLCAP250"
SAKAR,Sakar Healthcare Limited,Pharmaceuticals,Healthcare & Pharma,
SAKHTISUG,Sakthi Sugars Limited,Sugar,Consumer Staples,
SAKSOFT,Saksoft Limited,Computers - Software & Consulting,Information Technology,
SAKUMA,Sakuma Exports Limited,Trading & Distributors,Consumer Discretionary,
SALASAR,Salasar Techno Engineering Limited,Industrial Products,Industrials,
SALONA,Salona Cotspin Limited,Other Textile Products,Consumer Discretionary,
SALSTEEL,S.A.L. Steel Limited,Sponge Iron,Materials,
SALZERELEC,Salzer Electronics Limited,Other Electrical Equipment,Industrials,
SAMBHAAV,Sambhaav Media Limited,Electronic Media,Consumer Discretionary,
SAMBHV,Sambhv Steel Tubes Limited,Iron & Steel Products,Materials,
SAMHI,Samhi Hotels Limited,Hotels & Resorts,Consumer Discretionary,
SAMMAANCAP,Sammaan Capital Limited,Housing Finance Company,Financials,"NIFTY500,NIFTYSMALLCAP250"
SAMPANN,Sampann Utpadan India Limited,Rubber,Industrials,
SANATHAN,Sanathan Textiles Limited,Other Textile Products,Consumer Discretionary,
SANCO,Sanco Industries Limited,TRADING,Consumer Discretionary,
SANDESH,The Sandesh Limited,Print Media,Consumer Discretionary,
SANDHAR,Sandhar Technologies Limited,Auto Components & Equipments,Consumer Discretionary,
SANDUMA,Sandur Manganese & Iron Ores Limited,Coal,Energy,
SANGAMIND,Sangam (India) Limited,Other Textile Products,Consumer Discretionary,
SANGHIIND,Sanghi Industries Limited,Cement & Cement Products,Materials,
SANGHVIMOV,Sanghvi Movers Limited,Diversified Commercial Services,Diversified / Others,
SANGINITA,Sanginita Chemicals Limited,Specialty Chemicals,Materials,
SANOFI,Sanofi India Limited,Pharmaceuticals,Healthcare & Pharma,
SANOFICONR,Sanofi Consumer Healthcare India Limited,Pharmaceuticals,Healthcare & Pharma,
SANSERA,Sansera Engineering Limited,Auto Components & Equipments,Consumer Discretionary,
SANSTAR,Sanstar Limited,Other Agricultural Products,Diversified / Others,
SANWARIA,Sanwaria Consumer Limited,Other Food Products,Consumer Staples,
SAPPHIRE,Sapphire Foods India Limited,Restaurants,Consumer Discretionary,"NIFTY500,NIFTYSMALLCAP250"
SARDAEN,Sarda Energy & Minerals Limited,Iron & Steel,Materials,"NIFTY500,NIFTYSMALLCAP250"
SAREGAMA,Saregama India Limited,Media & Entertainment,Consumer Discretionary,"NIFTY500,NIFTYSMALLCAP250"
SARLAPOLY,Sarla Performance Fibers Limited,Other Textile Products,Consumer Discretionary,
SARVESHWAR,Sarveshwar Foods Limited,Other Agricultural Products,Diversified / Others,
SASKEN,Sasken Technologies Limited,IT Enabled Services,Information Technology,
SASTASUNDR,Sastasundar Ventures Limited,Healthcare Service Provider,Healthcare & Pharma,
SATIA,Satia Industries Limited,Paper & Paper Products,Materials,
SATIN,Satin Creditcare Network Limited,Microfinance Institutions,Financials,
SAURASHCEM,Saurashtra Cement Limited,Cement & Cement Products,Materials,
SBC,SBC Exports Limited,Garments & Apparels,Consumer Discretionary,
SBCL,Shivalik Bimetal Controls Limited,Iron & Steel Products,Materials,
SBFC,SBFC Finance Limited,Non Banking Financial Company (NBFC),Financials,"NIFTY500,NIFTYSMALLCAP250"
SBGLP,Suratwwala Business Group Limited,Residential Commercial Projects,Real Estate & Construction,
SBICARD,SBI Cards and Payment Services Limited,Non Banking Financial Company (NBFC),Financials,"NIFTY500,NIFTYMIDCAP150"
SBILIFE,SBI Life Insurance Company Limited,Life Insurance,Financials,"NIFTY100,NIFTY50,NIFTY500"
SBIN,State Bank of India,Public Sector Bank,Financials,"NIFTY100,NIFTY50,NIFTY500"
SCHAEFFLER,Schaeffler India Limited,Auto Components & Equipments,Consumer Discretionary,"NIFTY500,NIFTYMIDCAP150"
SCHAND,S Chand And Company Limited,Printing & Publication,Diversified / Others,
SCHNEIDER,Schneider Electric Infrastructure Limited,Heavy Electrical Equipment,Industrials,"NIFTY500,NIFTYSMALLCAP250"
SCI,Shipping Corporation Of India Limited,Shipping,Industrials,"NIFTY500,NIFTYSMALLCAP250"
SCILAL,Shipping Corporation of India Land and Assets Limited,Investment Company,Financials,
SCODATUBES,Scoda Tubes Limited,Iron & Steel Products,Materials,
SCPL,Sheetal Cool Products Limited,Dairy Products,Consumer Staples,
SDBL,Som Distilleries & Breweries Limited,Breweries & Distilleries,Consumer Staples,
SEAMECLTD,Seamec Limited,Shipping,Industrials,
SECMARK,SecMark Consultancy Limited,Computers - Software & Consulting,Information Technology,
SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,IT Enabled Services,Information Technology,
SEJALLTD,Sejal Glass Limited,Glass - Industrial,Materials,
SELMC,SEL Manufacturing Company Limited,Other Textile Products,Consumer Discretionary,
SEMAC,Semac Construction Limited,Civil Construction,Real Estate & Construction,
SENCO,Senco Gold Limited,Gems Jewellery And Watches,Consumer Discretionary,
SENORES,Senores Pharmaceuticals Limited,Pharmaceuticals,Healthcare & Pharma,
SEPC,SEPC Limited,Civil Construction,Real Estate & Construction,
SEQUENT,Sequent Scientific Limited,Pharmaceuticals,Healthcare & Pharma,
SERVOTECH,Servotech Renewable Power System Limited,Other Electrical Equipment,Industrials,
SESHAPAPER,Seshasayee Paper and Boards Limited,Paper & Paper Products,Materials,
SETCO,Setco Automotive Limited,Auto Components & Equipments,Consumer Discretionary,
SETUINFRA,Setubandhan Infrastructure Limited,Civil Construction,Real Estate & Construction,
SFL,Sheela Foam Limited,Furniture Home Furnishing,Diversified / Others,
SGFIN,SG Finserve Limited,Non Banking Financial Company (NBFC),Financials,
SGIL,Synergy Green Industries Limited,Castings & Forgings,Industrials,
SGL,STL Global Limited,Other Textile Products,Consumer Discretionary,
SGLTL,Standard Glass Lining Technology Limited,Industrial Products,Industrials,
SGMART,SG Mart Limited,Trading - Metals,Materials,
SHAH,Shah Metacorp Limited,Iron & Steel Products,Materials,
SHAHALLOYS,Shah Alloys Limited,Iron & Steel Products,Materials,
SHAILY,Shaily Engineering Plastics Limited,Plastic Products - Industrial,Industrials,
SHAKTIPUMP,Shakti Pumps (India) Limited,Compressors Pumps & Diesel Engines,Industrials,
SHALBY,Shalby Limited,Hospital,Healthcare & Pharma,
SHALPAINTS,Shalimar Paints Limited,Paints,Materials,
SHANKARA,Shankara Building Products Limited,Speciality Retail,Consumer Discretionary,
SHANTI,Shanti Overseas (India) Limited,Edible Oil,Energy,
SHANTIGEAR,Shanthi Gears Limited,Industrial Products,Industrials,
SHANTIGOLD,Shanti Gold International Limited,Gems Jewellery And Watches,Consumer Discretionary,
SHARDACROP,Sharda Cropchem Limited,Pesticides & Agrochemicals,Materials,
SHARDAMOTR,Sharda Motor Industries Limited,Auto Components & Equipments,Consumer Discretionary,
SHAREINDIA,Share India Securities Limited,Stockbroking & Allied,Financials,
SHEKHAWATI,Shekhawati Industries Limited,Other Textile Products,Consumer Discretionary,
SHEMAROO,Shemaroo Entertainment Limited,Media & Entertainment,Consumer Discretionary,
SHILCTECH,Shilchar Technologies Limited,Heavy Electrical Equipment,Industrials,
SHILPAMED,Shilpa Medicare Limited,Pharmaceuticals,Healthcare & Pharma,
SHIVALIK,Shivalik Rasayan Limited,Pesticides & Agrochemicals,Materials,
SHIVAMAUTO,Shivam Autotech Limited,Auto Components & Equipments,Consumer Discretionary,
SHIVAMILLS,Shiva Mills Limited,Other Textile Products,Consumer Discretionary,
SHIVATEX,Shiva Texyarn Limited,Other Textile Products,Consumer Discretionary,
SHIVAUM,Shiv Aum Steels Limited,Trading & Distributors,Consumer Discretionary,
SHK,S H Kelkar and Company Limited,Specialty Chemicals,Materials,
SHOPERSTOP,Shoppers Stop Limited,Diversified Retail,Diversified / Others,
SHRADHA,Shradha Infraprojects Limited,Residential Commercial Projects,Real Estate & Construction,
SHREDIGCEM,Shree Digvijay Cement Co.Ltd,Cement & Cement Products,Materials,
SHREECEM,SHREE CEMENT LIMITED,Cement & Cement Products,Materials,"NIFTY100,NIFTY500"
SHREEJISPG,Shreeji Shipping Global Limited,Shipping,Industrials,
SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,Dyes And Pigments,Materials,
SHREERAMA,Shree Rama Multi-Tech Limited,Packaging,Materials,
SHRENIK,Shrenik Limited,Paper & Paper Products,Materials,
SHREYANIND,Shreyans Industries Limited,Paper & Paper Products,Materials,
SHRINGARMS,Shringar House of Mangalsutra Limited,Gems Jewellery And Watches,Consumer Discretionary,
SHRIPISTON,Shriram Pistons & Rings Limited,Auto Components & Equipments,Consumer Discretionary,
SHRIRAMFIN,Shriram Finance Limited,Non Banking Financial Company (NBFC),Financials,"NIFTY100,NIFTY50,NIFTY500"
SHRIRAMPPS,Shriram Properties Limited,Residential Commercial Projects,Real Estate & Construction,
SHYAMCENT,Shyam Century Ferrous Limited,Ferro & Silica Manganese,Materials,
SHYAMMETL,Shyam Metalics and Energy Limited,Iron & Steel Products,Materials,"NIFTY500,NIFTYSMALLCAP250"
SHYAMTEL,Shyam Telecom Limited,Trading & Distributors,Consumer Discretionary,
SICALLOG,Sical Logistics Limited,Logistics Solution Provider,Industrials,
SIEMENS,Siemens Limited,Heavy Electrical Equipment,Industrials,"NIFTY100,NIFTY500"
SIGACHI,Sigachi Industries Limited,Pharmaceuticals,Healthcare & Pharma,
SIGIND,Signet Industries Limited,Trading & Distributors,Consumer Discretionary,
SIGMA,Sigma Solve Limited,IT Enabled Services,Information Technology,
SIGNATURE,Signatureglobal (India) Limited,Residential Commercial Projects,Real Estate & Construction,"NIFTY500,NIFTYSMALLCAP250"
SIGNPOST,Signpost India Limited,Advertising & Media Agencies,Consumer Discretionary,
SIKKO,Sikko Industries Limited,Pesticides & Agrochemicals,Materials,
SIL,Standard Industries Limited,Real Estate related services,Real Estate & Construction,
SILGO,Silgo Retail Limited,Gems Jewellery And Watches,Consumer Discretionary,
SILINV,SIL Investments Limited,Investment Company,Financials,
SILLYMONKS,Silly Monks Entertainment Limited,Media & Entertainment,Consumer Discretionary,
SILVERTUC,Silver Touch Technologies Limited,Computers - Software & Consulting,Information Technology,
SIMBHALS,Simbhaoli Sugars Limited,Sugar,Consumer Staples,
SIMPLEXINF,Simplex Infrastructures Limited,Civil Construction,Real Estate & Construction,
SINCLAIR,Sinclairs Hotels Limited,Hotels & Resorts,Consumer Discretionary,
SINDHUTRAD,Sindhu Trade Links Limited,Logistics Solution Provider,Industrials,
SINTERCOM,Sintercom India Limited,Auto Components & Equipments,Consumer Discretionary,
SIRCA,Sirca Paints India Limited,Paints,Materials,
SIS,SIS LIMITED,Other Consumer Services,Diversified / Others,
SITINET,Siti Networks Limited,TV Broadcasting & Software Production,Information Technology,
SIYSIL,Siyaram Silk Mills Limited,Other Textile Products,Consumer Discretionary,
SJS,S.J.S. Enterprises Limited,Auto Components & Equipments,Consumer Discretionary,
SJVN,SJVN Limited,Power Generation,Utilities,"NIFTY500,NIFTYMIDCAP150"
SKFINDIA,SKF India Limited,Auto Components & Equipments,Consumer Discretionary,"NIFTY500,NIFTYSMALLCAP250"
SKIPPER,Skipper Limited,Heavy Electrical Equipment,Industrials,
SKMEGGPROD,SKM Egg Products Export (India) Limited,Meat Products including Poultry,Diversified / Others,
SKYGOLD,SKY GOLD AND DIAMONDS LIMITED,Gems Jewellery And Watches,Consumer Discretionary,
SMARTLINK,Smartlink Holdings Limited,Computers Hardware & Equipments,Information Technology,
SMARTWORKS,Smartworks Coworking Spaces Limited,Diversified Commercial Services,Diversified / Others,
SMCGLOBAL,SMC Global Securities Limited,Stockbroking & Allied,Financials,
SMLMAH,SML Mahindra Limited,Commercial Vehicles,Consumer Discretionary,
SMLT,Sarthak Metals Limited,Iron & Steel Products,Materials,
SMSPHARMA,SMS Pharmaceuticals Limited,Pharmaceuticals,Healthcare & Pharma,
SNOWMAN,Snowman Logistics Limited,Logistics Solution Provider,Industrials,
SOBHA,Sobha Limited,Residential Commercial Projects,Real Estate & Construction,"NIFTY500,NIFTYSMALLCAP250"
SOFTTECH,Softtech Engineers Limited,Computers - Software & Consulting,Information Technology,
SOLARA,Solara Active Pharma Sciences Limited,Pharmaceuticals,Healthcare & Pharma,
SOLARINDS,Solar Industries India Limited,Explosives,Diversified / Others,"NIFTY100,NIFTY500"
SOLARWORLD,Solarworld Energy Solutions Limited,Civil Construction,Real Estate & Construction,
SOLEX,Solex Energy Limited,Heavy Electrical Equipment,Industrials,
SOMANYCERA,Somany Ceramics Limited,Ceramics,Materials,
SOMATEX,Soma Textiles & Industries Limited,Other Textile Products,Consumer Discretionary,
SOMICONVEY,Somi Conveyor Beltings Limited,Industrial Products,Industrials,
SONACOMS,Sona BLW Precision Forgings Limited,Auto Components & Equipments,Consumer Discretionary,"NIFTY500,NIFTYMIDCAP150"
SONAMLTD,SONAM LIMITED,Consumer Electronics,Consumer Discretionary,
SONATSOFTW,Sonata Software Limited,Computers - Software & Consulting,Information Technology,"NIFTY500,NIFTYSMALLCAP250"
SOTL,Savita Oil Technologies Limited,Lubricants,Diversified / Others,
SOUTHBANK,The South Indian Bank Limited,Private Sector Bank,Financials,
SOUTHWEST,South West Pinnacle Exploration Limited,Diversified Commercial Services,Diversified / Others,
SPAL,S. P. Apparels Limited,Garments & Apparels,Consumer Discretionary,
SPANDANA,Spandana Sphoorty Financial Limited,Microfinance Institutions,Financials,
SPARC,Sun Pharma Advanced Research Company Limited,Pharmaceuticals,Healthcare & Pharma,
SPCENET,Spacenet Enterprises India Limited,Trading & Distributors,Consumer Discretionary,
SPECIALITY,Speciality Restaurants Limited,Restaurants,Consumer Discretionary,
SPECTRUM,Spectrum Electrical Industries Limited,Industrial Products,Industrials,
SPENCERS,Spencer's Retail Limited,Diversified Retail,Diversified / Others,
SPIC,Southern Petrochemicals Industries Corporation  Limited,Fertilizers,Materials,
SPLIL,SPL Industries Limited,Trading - Textile Products,Consumer Discretionary,
SPLPETRO,Supreme Petrochem Limited,Petrochemicals,Materials,
SPMLINFRA,SPML Infra Limited,Civil Construction,Real Estate & Construction,
SPORTKING,Sportking India Limited,Other Textile Products,Consumer Discretionary,
SRD,Shankar Lal Rampal Dye-Chem Limited,Trading - Chemicals,Materials,
SREEL,Sreeleathers Limited,Footwear,Consumer Discretionary,
SRF,SRF Limited,Specialty Chemicals,Materials,"NIFTY500,NIFTYMIDCAP150"
SRGHFL,SRG Housing Finance Limited,Housing Finance Company,Financials,
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,Commodity Chemicals,Materials,
SRM,SRM Contractors Limited,Civil Construction,Real Estate & Construction,
SRPL,Shree Ram Proteins Limited,Edible Oil,Energy,
SSDL,Saraswati Saree Depot Limited,Garments & Apparels,Consumer Discretionary,
SSWL,Steel Strips Wheels Limited,Auto Components & Equipments,Consumer Discretionary,
STALLION,Stallion India Fluorochemicals Limited,Industrial Gases,Energy,
STANLEY,Stanley Lifestyles Limited,Furniture Home Furnishing,Diversified / Others,
STAR,Strides Pharma Science Limited,Pharmaceuticals,Healthcare & Pharma,
STARCEMENT,Star Cement Limited,Cement & Cement Products,Materials,
STARHEALTH,Star Health and Allied Insurance Company Limited,General Insurance,Financials,"NIFTY500,NIFTYSMALLCAP250"
STARPAPER,Star Paper Mills Limited,Paper & Paper Products,Materials,
STARTECK,Starteck Finance Limited,Non Banking Financial Company (NBFC),Financials,
STCINDIA,The State Trading Corporation of India Limited,Trading & Distributors,Consumer Discretionary,
STEELCAS,Steelcast Limited,Castings & Forgings,Industrials,
STEELCITY,Steel City Securities Limited,Stockbroking & Allied,Financials,
STEELXIND,STEEL EXCHANGE INDIA LIMITED,Iron & Steel Products,Materials,
STEL,Stel Holdings Limited,Investment Company,Financials,
STERTOOLS,Sterling Tools Limited,Auto Components & Equipments,Consumer Discretionary,
STLNETWORK,STL Networks Limited,Other Telecom Services,Telecom,
STLTECH,Sterlite Technologies Limited,Telecom - Equipment & Accessories,Telecom,
STOVEKRAFT,Stove Kraft Limited,Household Appliances,Consumer Discretionary,
STUDDS,Studds Accessories Limited,Auto Components & Equipments,Consumer Discretionary,
STYL,Seshaasai Technologies Limited,Financial Technology (Fintech),Financials,
STYLAMIND,Stylam Industries Limited,Plywood Boards/ Laminates,Materials,
STYLEBAAZA,Baazar Style Retail Limited,Speciality Retail,Consumer Discretionary,
STYRENIX,Styrenix Performance Materials Limited,Specialty Chemicals,Materials,
SUBEXLTD,Subex Limited,Software Products,Information Technology,
SUBROS,Subros Limited,Other Industrial Products,Industrials,
SUDARSCHEM,Sudarshan Chemical Industries Limited,Dyes And Pigments,Materials,
SUDEEPPHRM,Sudeep Pharma Limited,Pharmaceuticals,Healthcare & Pharma,
SUKHJITS,Sukhjit Starch & Chemicals Limited,Other Agricultural Products,Diversified / Others,
SULA,Sula Vineyards Limited,Breweries & Distilleries,Consumer Staples,
SUMEETINDS,Sumeet Industries Limited,Other Textile Products,Consumer Discretionary,
SUMICHEM,Sumitomo Chemical India Limited,Pesticides & Agrochemicals,Materials,"NIFTY500,NIFTYSMALLCAP250"
SUMIT,Sumit Woods Limited,Residential Commercial Projects,Real Estate & Construction,
SUMMITSEC,Summit Securities Limited,Investment Company,Financials,
SUNCLAY,Sundaram Clayton Limited,Auto Components & Equipments,Consumer Discretionary,
SUNDARAM,Sundaram Multi Pap Limited,Stationary,Diversified / Others,
SUNDARMFIN,Sundaram Finance Limited,Non Banking Financial Company (NBFC),Financials,"NIFTY500,NIFTYMIDCAP150"
SUNDRMBRAK,Sundaram Brake Linings Limited,Auto Components & Equipments,Consumer Discretionary,
SUNDRMFAST,Sundram Fasteners Limited,Auto Components & Equipments,Consumer Discretionary,"NIFTY500,NIFTYSMALLCAP250"
SUNDROP,Sundrop Brands Limited,Edible Oil,Energy,
SUNFLAG,Sunflag Iron And Steel Company Limited,Iron & Steel Products,Materials,
SUNPHARMA,Sun Pharmaceutical Industries Limited,Pharmaceuticals,Healthcare & Pharma,"NIFTY100,NIFTY50,NIFTY500"
SUNTECK,Sunteck Realty Limited,Residential Commercial Projects,Real Estate & Construction,
SUNTV,Sun TV Network Limited,TV Broadcasting & Software Production,Information Technology,"NIFTY500,NIFTYSMALLCAP250"
SUPERHOUSE,Superhouse Limited,Leather And Leather Products,Diversified / Others,
SUPERSPIN,Super Spinning Mills Limited,Other Textile Products,Consumer Discretionary,
SUPRAJIT,Suprajit Engineering Limited,Auto Components & Equipments,Consumer Discretionary,
SUPREME,Supreme Holdings & Hospitality (India) Limited,Residential Commercial Projects,Real Estate & Construction,
SUPREMEENG,Supreme Engineering Limited,Iron & Steel Products,Materials,
SUPREMEIND,Supreme Industries Limited,Plastic Products - Industrial,Industrials,"NIFTY500,NIFTYMIDCAP150"
SUPREMEINF,Supreme Infrastructure India Limited,Civil Construction,Real Estate & Construction,
SUPRIYA,Supriya Lifescience Limited,Pharmaceuticals,Healthcare & Pharma,
SURAJEST,Suraj Estate Developers Limited,Residential Commercial Projects,Real Estate & Construction,
SURAJLTD,Suraj Limited,Iron & Steel Products,Materials,
SURAKSHA,Suraksha Diagnostic Limited,Healthcare Service Provider,Healthcare & Pharma,
SURANASOL,Surana Solar Limited,Heavy Electrical Equipment,Industrials,
SURANAT&P,Surana Telecom and Power Limited,Power Generation,Utilities,
SURYALAXMI,Suryalakshmi Cotton Mills Limited,Other Textile Products,Consumer Discretionary,
SURYAROSNI,Surya Roshni Limited,Iron & Steel Products,Materials,
SURYODAY,Suryoday Small Finance Bank Limited,Other Bank,Financials,
SUTLEJTEX,Sutlej Textiles and Industries Limited,Other Textile Products,Consumer Discretionary,
SUVEN,Suven Life Sciences Limited,Healthcare Research Analytics & Technology,Healthcare & Pharma,
SUVIDHAA,Suvidhaa Infoserve Limited,Financial Technology (Fintech),Financials,
SUYOG,Suyog Telematics Limited,Telecom - Infrastructure,Telecom,
SUZLON,Suzlon Energy Limited,Heavy Electrical Equipment,Industrials,"NIFTY500,NIFTYMIDCAP150"
SVLL,Shree Vasu Logistics Limited,Logistics Solution Provider,Industrials,
SVPGLOB,SVP GLOBAL TEXTILES LIMITED,Other Textile Products,Consumer Discretionary,
SWANCORP,SWAN CORP LIMITED,Petrochemicals,Materials,"NIFTY500,NIFTYSMALLCAP250"
SWARAJENG,Swaraj Engines Limited,Compressors Pumps & Diesel Engines,Industrials,
SWELECTES,Swelect Energy Systems Limited,Heavy Electrical Equipment,Industrials,
SWIGGY,Swiggy Limited,E-Retail/ E-Commerce,Consumer Discretionary,"NIFTY500,NIFTYMIDCAP150"
SWSOLAR,Sterling and Wilson Renewable Energy Limited,Civil Construction,Real Estate & Construction,
SYMPHONY,Symphony Limited,Household Appliances,Consumer Discretionary,
SYNCOMF,Syncom Formulations (India) Limited,Pharmaceuticals,Healthcare & Pharma,
SYNGENE,Syngene International Limited,Healthcare Research Analytics & Technology,Healthcare & Pharma,"NIFTY500,NIFTYMIDCAP150"
SYRMA,Syrma SGS Technology Limited,Industrial Products,Industrials,"NIFTY500,NIFTYSMALLCAP250"
SYSTMTXC,Systematix Corporate Services Limited,Stockbroking & Allied,Financials,
TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,Plastic Products - Industrial,Industrials,
TAJGVK,Taj GVK Hotels & Resorts Limited,Hotels & Resorts,Consumer Discretionary,
TAKE,Take Solutions Limited,Healthcare Research Analytics & Technology,Healthcare & Pharma,
TALBROAUTO,Talbros Automotive Components Limited,Auto Components & Equipments,Consumer Discretionary,
TANLA,Tanla Platforms Limited,Software Products,Information Technology,
TARACHAND,Tara Chand InfraLogistic Solutions Limited,Diversified Commercial Services,Diversified / Others,
TARAPUR,Tarapur Transformers Limited,Heavy Electrical Equipment,Industrials,
TARC,TARC Limited,Residential Commercial Projects,Real Estate & Construction,
TARIL,Transformers And Rectifiers (India) Limited,Heavy Electrical Equipment,Industrials,"NIFTY500,NIFTYSMALLCAP250"
TARMAT,Tarmat Limited,Civil Construction,Real Estate & Construction,
TARSONS,Tarsons Products Limited,Medical Equipment & Supplies,Healthcare & Pharma,
TASTYBITE,Tasty Bite Eatables Limited,Packaged Foods,Consumer Staples,
TATACAP,Tata Capital Limited,Non Banking Financial Company (NBFC),Financials,
TATACHEM,Tata Chemicals Limited,Commodity Chemicals,Materials,"NIFTY500,NIFTYSMALLCAP250"
TATACOMM,Tata Communications Limited,Telecom - Cellular & Fixed line services,Telecom,"NIFTY500,NIFTYMIDCAP150"
TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,Tea & Coffee,Consumer Staples,"NIFTY100,NIFTY50,NIFTY500"
TATAELXSI,Tata Elxsi Limited,Computers - Software & Consulting,Information Technology,"NIFTY500,NIFTYMIDCAP150"
TATAINVEST,Tata Investment Corporation Limited,Investment Company,Financials,"NIFTY500,NIFTYMIDCAP150"
TATAPOWER,Tata Power Company Limited,Integrated Power Utilities,Utilities,"NIFTY100,NIFTY500"
TATASTEEL,Tata Steel Limited,Iron & Steel,Materials,"NIFTY100,NIFTY50,NIFTY500"
TATATECH,Tata Technologies Limited,IT Enabled Services,Information Technology,"NIFTY500,NIFTYMIDCAP150"
TATVA,Tatva Chintan Pharma Chem Limited,Specialty Chemicals,Materials,
TBOTEK,TBO Tek Limited,Tour Travel Related Services,Diversified / Others,"NIFTY500,NIFTYSMALLCAP250"
TBZ,Tribhovandas Bhimji Zaveri Limited,Gems Jewellery And Watches,Consumer Discretionary,
TCI,Transport Corporation of India Limited,Logistics Solution Provider,Industrials,
TCIEXP,TCI Express Limited,Logistics Solution Provider,Industrials,
TCIFINANCE,TCI Finance Limited,Non Banking Financial Company (NBFC),Financials,
TCPLPACK,TCPL Packaging Limited,Packaging,Materials,
TCS,Tata Consultancy Services Limited,Computers - Software & Consulting,Information Technology,"NIFTY100,NIFTY50,NIFTY500"
TDPOWERSYS,TD Power Systems Limited,Heavy Electrical Equipment,Industrials,
TEAMGTY,Team India Guaranty Limited,Non Banking Financial Company (NBFC),Financials,
TEAMLEASE,Teamlease Services Limited,Diversified Commercial Services,Diversified / Others,
TECHM,Tech Mahindra Limited,Computers - Software & Consulting,Information Technology,"NIFTY100,NIFTY50,NIFTY500"
TECHNOE,Techno Electric & Engineering Company Limited,Civil Construction,Real Estate & Construction,"NIFTY500,NIFTYSMALLCAP250"
TECILCHEM,TECIL Chemicals and Hydro Power Limited,Commodity Chemicals,Materials,
TEGA,Tega Industries Limited,Industrial Products,Industrials,
TEJASNET,Tejas Networks Limited,Telecom - Equipment & Accessories,Telecom,"NIFTY500,NIFTYSMALLCAP250"
TEMBO,Tembo Global Industries Limited,Iron & Steel Products,Materials,
TENNIND,Tenneco Clean Air India Limited,Auto Components & Equipments,Consumer Discretionary,
TERASOFT,Tera Software Limited,IT Enabled Services,Information Technology,
TEXINFRA,Texmaco Infrastructure & Holdings Limited,Diversified Commercial Services,Diversified / Others,
TEXMOPIPES,Texmo Pipes and Products Limited,Plastic Products - Industrial,Industrials,
TEXRAIL,Texmaco Rail & Engineering Limited,Industrial Products,Industrials,
TFCILTD,Tourism Finance Corporation of India Limited,Financial Institution,Financials,
TFL,Transwarranty Finance Limited,Non Banking Financial Company (NBFC),Financials,
TGBHOTELS,TGB Banquets And Hotels Limited,Hotels & Resorts,Consumer Discretionary,
THANGAMAYL,Thangamayil Jewellery Limited,Gems Jewellery And Watches,Consumer Discretionary,
THEINVEST,The Investment Trust Of India Limited,Other Financial Services,Financials,
THEJO,Thejo Engineering Limited,Industrial Products,Industrials,
THELEELA,Leela Palaces Hotels & Resorts Limited,Hotels & Resorts,Consumer Discretionary,"NIFTY500,NIFTYSMALLCAP250"
THEMISMED,Themis Medicare Limited,Pharmaceuticals,Healthcare & Pharma,
THERMAX,Thermax Limited,Heavy Electrical Equipment,Industrials,"NIFTY500,NIFTYMIDCAP150"
THOMASCOOK,Thomas Cook  (India)  Limited,Tour Travel Related Services,Diversified / Others,
THOMASCOTT,Thomas Scott (India) Limited,Garments & Apparels,Consumer Discretionary,
THYROCARE,Thyrocare Technologies Limited,Healthcare Service Provider,Healthcare & Pharma,
TI,Tilaknagar Industries Limited,Breweries & Distilleries,Consumer Staples,
TICL,Twamev Construction and Infrastructure Limited,Civil Construction,Real Estate & Construction,
TIGERLOGS,Tiger Logistics (India) Limited,Logistics Solution Provider,Industrials,
